,OBJECTID,Shape,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_type_text,whole_route_length_km,jlm_route_length_km,percent_inside_jlm,Shape_Length,routeid,Direction,Alternative
516,517,"(35.155102023204826, 31.69555033567869)",140204,27380,4,362,היכל המשפט/אבא אבן-ירושלים<->'כפר עציון ב-כפר עציון-1#,13362-1-#,3,,Bus,32.779998779296875,9.930000305175781,0.302928626537323,0.32781726019274154,13362,1,#
517,518,"(35.1775016044397, 31.71620811635471)",140205,28774,4,360,היכל המשפט/אבא אבן-ירושלים<->סובת התאנה-אפרת-1#,14360-1-#,3,,Bus,22.100000381469727,9.949999809265137,0.45022621750831604,0.22104156152736354,14360,1,#
518,519,"(35.23272793841173, 31.688331433135044)",140208,27858,4,374,אצטדיון טדי/א''ס ביתר-ירושלים<->ככר עצי הזית-נוקדים-1#,12374-1-#,3,,Bus,28.6200008392334,8.130000114440918,0.2840670943260193,0.2862196942546609,12374,1,#
519,520,"(35.16476306790547, 31.796023787470084)",140570,5878,4,104,ממילא/קריב-ירושלים<->שכונה י''א א-מבשרת ציון-1#,10104-1-#,3,9933FF,Bus,37.31999969482422,13.300000190734863,0.3563772737979889,0.37322002860360864,10104,1,#
520,521,"(35.159787350547695, 31.796943711165245)",140571,10931,4,151,היכל המשפט/אבא אבן-ירושלים<->שכונה י''א א-מבשרת ציון-1#,11151-1-#,3,,Bus,11.819999694824219,5.329999923706055,0.4509306252002716,0.11822328410937577,11151,1,#
521,522,"(35.16203234111967, 31.801007159269293)",140573,10662,4,156,היכל המשפט/אבא אבן-ירושלים<->מחלף הראל-מבשרת ציון-1#,11156-1-#,3,,Bus,17.040000915527344,5.329999923706055,0.31279340386390686,0.17044030978602304,11156,1,#
522,523,"(35.23310675051826, 31.686635993761204)",140599,28875,4,376,תקוע ב-תקוע<->אצטדיון טדי/א''ס ביתר-ירושלים-2#,11376-2-#,3,,Bus,29.1200008392334,7.949999809265137,0.27300822734832764,0.29116200142224397,11376,2,#
523,524,"(35.23009712173872, 31.69351523154234)",140601,28885,4,366,תקוע ב-תקוע<->בנייני האומה/שדרות שז''ר-ירושלים-2#,12366-2-#,3,,Bus,37.88999938964844,12.479999542236328,0.3293744921684265,0.37894064511624725,12366,2,#
524,525,"(35.23285914383527, 31.68828634135347)",140603,27859,4,374,ככר עצי הזית-נוקדים<->אצטדיון טדי/א''ס ביתר-ירושלים-2#,12374-2-#,3,,Bus,28.280000686645508,7.949999809265137,0.28111737966537476,0.282804812467709,12374,2,#
525,526,"(35.15263725375, 31.79662852959576)",140659,10631,4,59,מחלף חמד-מטה יהודה<->מחלף חמד-מטה יהודה-3#,14059-3-#,3,,Bus,16.989999771118164,4.869999885559082,0.28663918375968933,0.16985751494128792,14059,3,#
526,527,"(35.2445759407706, 31.805263496567953)",140772,28193,44,254,מסוף דרך שכם-ירושלים<->מסוף שער שכם/ענטר בן שדאד-ירושלים-3#,10254-3-#,3,,Bus,17.489999771118164,12.789999961853027,0.7312750220298767,0.17491327178582802,10254,3,#
527,528,"(35.201857638828336, 31.77990949390827)",140856,6067,3,791,אגרות משה/חזון איש-ירושלים<->פרץ ברנשטיין/נזר דוד-ירושלים-2#,10791-2-#,3,FF9933,Bus,19.559999465942383,19.559999465942383,1.0,0.1955874217323628,10791,2,#
528,529,"(35.163927131748125, 31.732482506595936)",140861,10570,18,225,כפר שאול/קצנלבוגן-ירושלים<->האדמו''ר מרוז'ין/בעל התניא-ביתר עילית-2#,11225-2-#,3,,Bus,28.690000534057617,15.329999923706055,0.5343325138092041,0.2868670874873464,11225,2,#
529,530,"(35.15527189291609, 31.727156524080335)",140862,10601,18,295,כפר שאול/קצנלבוגן-ירושלים<->קדושת לוי/אוהל שרה-ביתר עילית-2#,12295-2-#,3,,Bus,34.630001068115234,15.329999923706055,0.4426797330379486,0.34625907964743935,12295,2,#
530,531,"(35.165019305915294, 31.735104028292348)",140864,10582,18,245,כפר שאול/קצנלבוגן-ירושלים<->קדושת לוי/אוהל שרה-ביתר עילית-2#,13245-2-#,3,,Bus,27.610000610351562,15.329999923706055,0.5552335977554321,0.2760570023001007,13245,2,#
531,532,"(35.156255542065836, 31.72412127475313)",140866,10610,18,296,חניון הרטום-ירושלים<->קדושת לוי/אוהל שרה-ביתר עילית-2#,14296-2-#,3,,Bus,32.02000045776367,12.720000267028809,0.3972517251968384,0.32020201793475545,14296,2,#
532,533,"(35.22800362438202, 31.792837374001667)",140948,35597,16,49,הרב פרדס/מאיר בלבן-ירושלים<->דרך חברון/הרוזמרין-ירושלים-10,15049-1-0,3,,Bus,16.670000076293945,16.489999771118164,0.9892021417617798,0.16672620503493207,15049,1,0
533,534,"(35.22797606378833, 31.792169499448345)",140949,35598,16,49,דרך חברון/הרוזמרין-ירושלים<->מסוף אגד/הרב פרדס-ירושלים-20,15049-2-0,3,,Bus,17.100000381469727,16.760000228881836,0.9801169633865356,0.17100056891733015,15049,2,0
534,535,"(35.15247651653141, 31.763056777185955)",141054,10206,3,27א,תחנת רכבת קלה הר הרצל-ירושלים<->יהלום/גרנט-אבן ספיר-2א,13027-2-א,3,,Bus,10.109999656677246,6.039999961853027,0.5974283218383789,0.10110937313570027,13027,2,א
535,536,"(35.179197932989204, 31.793709240361423)",141140,17103,34,180,מזכירות-בית זית<->בנייני האומה/שז''ר-ירושלים-20,16180-2-0,3,,Bus,6.389999866485596,6.389999866485596,1.0,0.06389250549896819,16180,2,0
536,537,"(35.20904817952642, 31.79395173528704)",141233,35437,38,89,תחנה תפעולית/ביטוח לאומי-ירושלים<->מסוף אגד/הר חוצבים-ירושלים-1#,35089-1-#,3,,Bus,7.929999828338623,7.929999828338623,1.0,0.0792525429603968,35089,1,#
537,538,"(35.18790086641064, 31.82169412976014)",141238,6109,4,105,הסדנא/פייר קניג-ירושלים<->מרכז מסחרי/אגן האיילות-גבעת זאב-1#,10105-1-#,3,9933FF,Bus,29.079999923706055,13.729999542236328,0.47214579582214355,0.29076650146462385,10105,1,#
538,539,"(35.18566789843393, 31.82409728063418)",141239,15721,4,105,הסדנא/פייר קניג-ירושלים<->מרכז מסחרי/אגן האיילות-גבעת זאב-11,10105-1-1,3,9933FF,Bus,31.899999618530273,13.729999542236328,0.4304075241088867,0.31897198787828324,10105,1,1
539,540,"(35.18714789616043, 31.82362739553604)",141240,6110,4,105,מרכז מסחרי/אגן האיילות-גבעת זאב<->התנופה/דרך בית לחם-ירושלים-2#,10105-2-#,3,9933FF,Bus,28.0,12.6899995803833,0.45321425795555115,0.2799766318393418,10105,2,#
540,541,"(35.23092000641167, 31.822842484655258)",141565,30568,42,218א,מעבר קלנדיה-ירושלים<->מעבר קלנדיה/הורדה-ירושלים-32,13218-3-2,3,,Bus,20.8799991607666,17.6200008392334,0.8438698053359985,0.20876820467248192,13218,3,2
541,542,"(35.2309245178571, 31.823126621445383)",141566,29136,42,218א,מסוף דרך שכם-ירושלים<->מסוף שער שכם/ענטר בן שדאד-ירושלים-33,13218-3-3,3,,Bus,20.760000228881836,17.469999313354492,0.8415220975875854,0.2075501853725005,13218,3,3
542,543,"(35.22604379248636, 31.845921028573215)",141702,29008,42,218,מסוף דרך שכם-ירושלים<->מסוף שער שכם/ענטר בן שדאד-ירושלים-31,13218-3-1,3,,Bus,32.68000030517578,19.209999084472656,0.5878212451934814,0.32683502645262374,13218,3,1
543,544,"(35.20915350307292, 31.75143324128017)",141767,15131,50,232,מסוף הנביאים-ירושלים<->א סאפא/א סלאם-ירושלים-1#,11232-1-#,3,,Bus,13.430000305175781,13.430000305175781,1.0,0.13426874347308027,11232,1,#
544,545,"(35.208825259494375, 31.751048020134533)",141768,15133,50,232,א סאפא/אבו ח'שבה-ירושלים<->מסוף הנביאים/הורדה-ירושלים-2#,11232-2-#,3,,Bus,12.850000381469727,12.850000381469727,1.0,0.12848983674579667,11232,2,#
545,546,"(35.20065477161826, 31.796075124832658)",141936,6056,3,784,כפר שאול/קצנלבוגן-ירושלים<->דרוק/קהילות יעקב-ירושלים-1#,10784-1-#,3,FF9933,Bus,12.369999885559082,12.369999885559082,1.0,0.12367844195102147,10784,1,#
546,547,"(35.20230352170168, 31.782740981565826)",142008,10420,3,39,מסוף אגד/קדיש לוז-ירושלים<->מסוף אגד/הר חוצבים-ירושלים-1#,12039-1-#,3,,Bus,14.039999961853027,14.039999961853027,1.0,0.14041163396851422,12039,1,#
547,548,"(35.20101735409175, 31.78195999895704)",142011,10421,3,39א,מסוף אגד/קדיש לוז-ירושלים<->מסוף אגד/הר חוצבים-ירושלים-1א,12039-1-א,3,,Bus,13.390000343322754,13.390000343322754,1.0,0.13385992888657258,12039,1,א
548,549,"(35.20234299363712, 31.783563039762978)",142012,10422,3,39,המרפא-ירושלים<->מסוף אגד/קדיש לוז-ירושלים-2#,12039-2-#,3,,Bus,13.930000305175781,13.930000305175781,1.0,0.1393464101679913,12039,2,#
549,550,"(35.196364426062814, 31.792109505649563)",142014,10432,3,52,רוזנטל/כנפי נשרים-ירושלים<->תחנת רכבת קלה גבעת התחמושת-ירושלים-1א,13052-1-א,3,,Bus,15.100000381469727,15.100000381469727,1.0,0.151005258681308,13052,1,א
550,551,"(35.19672003271959, 31.792475670637355)",142015,10431,3,52,רוזנטל/כנפי נשרים-ירושלים<->תחנת רכבת קלה גבעת התחמושת-ירושלים-1#,13052-1-#,3,,Bus,14.369999885559082,14.369999885559082,1.0,0.14369574186909936,13052,1,#
551,552,"(35.22478497661449, 31.781128940479825)",142016,12422,3,34,מסוף הר הצופים/בנימין מזר-ירושלים<->האומן/ברעם-ירושלים-1#,23034-1-#,3,,Bus,10.430000305175781,10.430000305175781,1.0,0.1043180902478676,23034,1,#
552,553,"(35.22513900023496, 31.779959318676955)",142017,12424,3,34,האומן/ברעם-ירושלים<->מסוף הר הצופים/מרטין בובר-ירושלים-2#,23034-2-#,3,,Bus,11.260000228881836,11.260000228881836,1.0,0.11261616453209354,23034,2,#
553,554,"(35.20553395102481, 31.795377556256298)",142020,16009,3,810,המ''ג/ירמיהו-ירושלים<->מלכי ישראל/הטורים-ירושלים-1ד,10810-1-ד,3,FF9933,Bus,3.609999895095825,3.609999895095825,1.0,0.03606197792236249,10810,1,ד
554,555,"(35.215533728152245, 31.79753602806809)",142021,16010,3,810,מעגלי הרי''ם לוין/מבוא פתיה-ירושלים<->מלכי ישראל/תחכמוני-ירושלים-1ס,10810-1-ס,3,FF9933,Bus,4.710000038146973,4.710000038146973,1.0,0.0471035770481901,10810,1,ס
555,556,"(35.20139913921729, 31.7891348321779)",142041,5442,3,16,המרפא-ירושלים<->מסוף אגד/קדיש לוז-ירושלים-1ר,13016-1-ר,3,,Bus,13.09000015258789,13.09000015258789,1.0,0.13091210715728563,13016,1,ר
556,557,"(35.20192951498293, 31.78966816669183)",142042,5443,3,16,המרפא-ירושלים<->מסוף אגד/קדיש לוז-ירושלים-1ש,13016-1-ש,3,,Bus,14.90999984741211,14.90999984741211,1.0,0.14910944769145135,13016,1,ש
557,558,"(35.202358877245786, 31.788648246452176)",142046,5446,3,16,מסוף אגד/קדיש לוז-ירושלים<->מסוף אגד/הר חוצבים-ירושלים-2ב,13016-2-ב,3,,Bus,15.220000267028809,15.220000267028809,1.0,0.15219844463041396,13016,2,ב
558,559,"(35.20189074008141, 31.788019016163506)",142047,5444,3,16,מסוף אגד/קדיש לוז-ירושלים<->מסוף אגד/הר חוצבים-ירושלים-2#,13016-2-#,3,,Bus,13.399999618530273,13.399999618530273,1.0,0.13401079057823265,13016,2,#
559,560,"(35.23374912277073, 31.819478268921205)",142069,28214,38,59,הרב ש''י זווין/הרב וינוגרד-ירושלים<->וינוגרד/זווין-ירושלים-3#,13059-3-#,3,,Bus,23.149999618530273,22.389999389648438,0.9671705961227417,0.23147392119731605,13059,3,#
560,561,"(35.20807456071958, 31.799901976607067)",142375,10463,3,67,מסוף הר נוף/כנפי נשרים-ירושלים<->חזון איש/הרב רפאל ברוך טולדנו-ירושלים-2#,12067-2-#,3,,Bus,13.25,13.25,1.0,0.13251895510266376,12067,2,#
561,562,"(35.19977610863773, 31.8058589620666)",142378,10457,3,64,מסוף הר נוף/כנפי נשרים-ירושלים<->מירסקי/מינץ-ירושלים-1#,13064-1-#,3,,Bus,13.25,13.140000343322754,0.991698145866394,0.13246324683271313,13064,1,#
562,563,"(35.199232318969344, 31.80476339031475)",142379,10458,3,64,מסוף הר נוף/כנפי נשרים-ירושלים<->מירסקי/מינץ-ירושלים-1א,13064-1-א,3,,Bus,13.979999542236328,13.869999885559082,0.9921316504478455,0.13977469836415177,13064,1,א
563,564,"(35.21560601931074, 31.801432315859874)",142381,10488,3,40,תחנת רכבת קלה גבעת התחמושת-ירושלים<->קרית מדע/המרפא-ירושלים-1#,14040-1-#,3,,Bus,5.610000133514404,5.610000133514404,1.0,0.05610885668958771,14040,1,#
564,565,"(35.214968655947565, 31.801340998737075)",142382,10489,3,40,המרפא-ירושלים<->תחנת רכבת קלה גבעת התחמושת-ירושלים-2#,14040-2-#,3,,Bus,6.010000228881836,6.010000228881836,1.0,0.06013258504772424,14040,2,#
565,566,"(35.209057591515865, 31.804916436733777)",142383,10389,38,3,שיבת ציון/טללים-ירושלים<->הכותל המערבי-ירושלים-1ו,21003-1-ו,3,,Bus,14.0,13.84000015258789,0.9885714650154114,0.1400253275956284,21003,1,ו
566,567,"(35.20632526318527, 31.78841192266792)",142384,22898,38,3,כפר שאול/קצנלבוגן-ירושלים<->בנייני האומה/שז''ר-ירושלים-1ץ,21003-1-ץ,3,,Bus,25.420000076293945,25.420000076293945,1.0,0.2541906308374769,21003,1,ץ
567,568,"(35.216588890703825, 31.788665275280714)",142385,10393,38,3,חניון הלאום/שד' הנשיא השישי-ירושלים<->בנייני האומה/שדרות שז''ר-ירושלים-3#,21003-3-#,3,,Bus,19.610000610351562,19.610000610351562,1.0,0.19607241943984322,21003,3,#
568,569,"(35.21656257181744, 31.788903693896916)",142386,22860,38,3א,חניון הלאום/שד' הנשיא השישי-ירושלים<->בנייני האומה/שדרות שז''ר-ירושלים-3ז,21003-3-ז,3,,Bus,20.25,20.25,1.0,0.20249389649159527,21003,3,ז
569,570,"(35.209497665230096, 31.781642838346777)",142387,12871,3,1,הפסגה/שד' הרצל-ירושלים<->בנייני האומה/שדרות שז''ר-ירושלים-1ב,34001-1-ב,3,,Bus,21.3799991607666,21.3799991607666,1.0,0.2137560207163178,34001,1,ב
570,571,"(35.23030333599945, 31.803262382553584)",142388,10379,3,1,הרב ש''י זווין/הרב וינוגרד-ירושלים<->בנייני האומה/שדרות שז''ר-ירושלים-1ד,34001-1-ד,3,,Bus,19.299999237060547,18.899999618530273,0.9792746305465698,0.19303283518278988,34001,1,ד
571,572,"(35.22127673391871, 31.79518103178599)",142389,10381,3,1,חזון איש/מסוף רמת שלמה-ירושלים<->בנייני האומה/שדרות שז''ר-ירושלים-1ו,34001-1-ו,3,,Bus,20.760000228881836,20.760000228881836,1.0,0.2076405637364537,34001,1,ו
572,573,"(35.22914914375694, 31.814214347628432)",142390,12435,3,70,בסיס פיקוד מרכז/דוד אלעזר-ירושלים<->ת. מרכזית ירושלים/יפו-ירושלים-2#,28070-2-#,3,,Bus,9.9399995803833,9.9399995803833,1.0,0.09943034774506639,28070,2,#
573,574,"(35.2047081284845, 31.80787965358675)",142392,12397,3,716,המ''ג/ירמיהו-ירושלים<->מירסקי/מינץ-ירושלים-2#,12716-2-#,3,FF9933,Bus,16.84000015258789,16.729999542236328,0.9934679269790649,0.16839210741729493,12716,2,#
574,575,"(35.219491970383295, 31.78603856564596)",142394,10491,3,51,מעלה הזיתים-ירושלים<->מלכי ישראל/הטורים-ירושלים-2#,14051-2-#,3,,Bus,11.770000457763672,11.770000457763672,1.0,0.1176547810706566,14051,2,#
575,576,"(35.22830334221516, 31.81905658401829)",142396,16008,3,805,מנחת יצחק/בית יעקב-ירושלים<->וינוגרד/זווין-ירושלים-2#,10805-2-#,3,FF9933,Bus,13.699999809265137,13.34000015258789,0.9737226366996765,0.13697781959755292,10805,2,#
576,577,"(35.20995181827504, 31.80002576333511)",142427,34920,16,580,תחנה תפעולית חניון 4/9-ירושלים<->צומת רמות/גולדה-ירושלים-30,14580-3-0,3,,Bus,7.519999980926514,7.519999980926514,1.0,0.0751542715283588,14580,3,0
577,578,"(35.1606257707743, 31.702649858741513)",142509,19780,4,264,'כפר עציון ב-כפר עציון<->בנייני האומה-ירושלים-2#,11264-2-#,3,9933FF,Bus,52.560001373291016,16.239999771118164,0.30898019671440125,0.5256213067367571,11264,2,#
578,579,"(35.17702343528052, 31.714591855870164)",142512,28775,4,360,סובת התאנה-אפרת<->בנייני האומה/שדרות שז''ר-ירושלים-2#,14360-2-#,3,,Bus,21.600000381469727,9.449999809265137,0.4374999701976776,0.2160055418010436,14360,2,#
579,580,"(35.16888635377664, 31.71816035979814)",142513,29729,4,360,סובת התאנה-אפרת<->בנייני האומה/שדרות שז''ר-ירושלים-24,14360-2-4,3,,Bus,25.360000610351562,9.720000267028809,0.38328075408935547,0.25361601917447957,14360,2,4
580,581,"(35.170285691825946, 31.727124571478903)",142529,31239,18,239,קדושת לוי/שלום רב-ביתר עילית<->גבעת התחמושת/שרגאי-ירושלים-1#,16239-1-#,3,,Bus,25.81999969482422,11.520000457763672,0.4461658000946045,0.2581766551355247,16239,1,#
581,582,"(35.170217952297904, 31.726401343403552)",142531,31240,18,239,כביש 1/המטה הארצי-ירושלים<->הר''ן/קדושת לוי-ביתר עילית-2#,16239-2-#,3,,Bus,25.190000534057617,11.220000267028809,0.44541484117507935,0.2519206352375425,16239,2,#
582,583,"(35.150734230908895, 31.646585789416655)",142562,28907,4,260,ת. מרכזית ירושלים/יפו-ירושלים<->בית רומנו-הר חברון-1#,11260-1-#,3,9933FF,Bus,52.36000061035156,13.470000267028809,0.25725746154785156,0.5236371103707754,11260,1,#
583,584,"(35.16302917009308, 31.70641661143235)",142565,19779,4,264,ת. מרכזית ירושלים/יפו-ירושלים<->'כפר עציון ב-כפר עציון-1#,11264-1-#,3,9933FF,Bus,55.439998626708984,19.010000228881836,0.34289324283599854,0.554425435922828,11264,1,#
584,585,"(35.23252470680287, 31.70104712547929)",142566,19851,4,265,ת. מרכזית ירושלים/יפו-ירושלים<->תקוע ב-תקוע-1#,12265-1-#,3,9933FF,Bus,36.5099983215332,13.729999542236328,0.376061350107193,0.36514930621181735,12265,1,#
585,586,"(35.23389911975615, 31.695884192702355)",142567,19852,4,265,תקוע ב-תקוע<->בנייני האומה-ירושלים-2#,12265-2-#,3,9933FF,Bus,34.279998779296875,11.5600004196167,0.3372229039669037,0.34283665379326866,12265,2,#
586,587,"(35.206532376945844, 31.74650521532296)",142568,10865,3,5,מכללה להנדסה ירושלים-ירושלים<->מסוף חומת שמואל-ירושלים-1#,49005-1-#,3,,Bus,19.510000228881836,19.510000228881836,1.0,0.19506369182415043,49005,1,#
587,588,"(35.20548844433153, 31.748430837204914)",142569,10866,3,5,מרינוב/גלרנטר-ירושלים<->מכללה להנדסה ירושלים-ירושלים-2#,49005-2-#,3,,Bus,17.979999542236328,17.979999542236328,1.0,0.17975635208669957,49005,2,#
588,589,"(35.15363931936954, 31.694646742110823)",142570,28132,4,361,גבעות-אלון שבות<->בנייני האומה/שדרות שז''ר-ירושלים-2#,13361-2-#,3,,Bus,33.13999938964844,9.479999542236328,0.2860591411590576,0.33143497442361464,13361,2,#
589,590,"(35.1543103370075, 31.693955747223672)",142571,27381,4,362,'כפר עציון ב-כפר עציון<->בנייני האומה/שדרות שז''ר-ירושלים-2#,13362-2-#,3,,Bus,32.5,9.449999809265137,0.29076921939849854,0.32503664323984655,13362,2,#
590,591,"(35.15097529398274, 31.698591558629197)",142572,29474,4,362,'כפר עציון ב-כפר עציון<->בנייני האומה/שדרות שז''ר-ירושלים-24,13362-2-4,3,,Bus,36.2599983215332,9.720000267028809,0.2680639922618866,0.362647120613283,13362,2,4
591,592,"(35.205421668940375, 31.74810387776845)",142575,12439,3,5,מכללה להנדסה ירושלים-ירושלים<->מסוף חומת שמואל-ירושלים-1ד,49005-1-ד,3,,Bus,18.170000076293945,18.170000076293945,1.0,0.18173245375087638,49005,1,ד
592,593,"(35.220204958877176, 31.798565103115678)",142790,26220,3,753,שמואל הנביא/זקס-ירושלים<->שפע חיים/שדרות גולדה מאיר-ירושלים-19,10753-1-9,3,FF9933,Bus,4.369999885559082,4.369999885559082,1.0,0.04371517969601995,10753,1,9
593,594,"(35.219892263848664, 31.798303165140933)",142791,26221,3,753,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->זקס/שמואל הנביא-ירושלים-29,10753-2-9,3,FF9933,Bus,4.449999809265137,4.449999809265137,1.0,0.04446868953526085,10753,2,9
594,595,"(35.20628709864018, 31.7740483550312)",142840,34117,16,71,מירסקי/מינץ-ירושלים<->מסוף גילה/המרגלית-ירושלים-10,17071-1-0,3,,Bus,20.68000030517578,20.68000030517578,1.0,0.20678830636263884,17071,1,0
595,596,"(35.20639407528192, 31.773506007824082)",142841,34118,16,71,מסוף גילה/המרגלית-ירושלים<->מירסקי/מינץ-ירושלים-20,17071-2-0,3,,Bus,20.549999237060547,20.549999237060547,1.0,0.2055493139460362,17071,2,0
596,597,"(35.20583614575976, 31.77316973511456)",142842,34119,16,72,מירסקי/מינץ-ירושלים<->מסוף גילה/המרגלית-ירושלים-10,17072-1-0,3,,Bus,18.90999984741211,18.90999984741211,1.0,0.18912557108747752,17072,1,0
597,598,"(35.20589712992809, 31.772987071125815)",142843,34120,16,72,מסוף גילה/המרגלית-ירושלים<->מירסקי/מינץ-ירושלים-20,17072-2-0,3,,Bus,18.969999313354492,18.969999313354492,1.0,0.1897313975116411,17072,2,0
598,599,"(35.20440451707892, 31.765262178168033)",142845,30727,16,74,כפר שאול/קצנלבוגן-ירושלים<->מסוף חומת שמואל-ירושלים-20,18074-2-0,3,,Bus,19.540000915527344,19.540000915527344,1.0,0.1953677127672067,18074,2,0
599,600,"(35.21564593503613, 31.75436588351691)",142847,30729,16,75,מסוף הר נוף/כנפי נשרים-ירושלים<->מסוף חומת שמואל-ירושלים-20,19075-2-0,3,,Bus,16.709999084472656,16.709999084472656,1.0,0.16712938562713425,19075,2,0
600,601,"(35.160198415072415, 31.795361156333296)",142872,10666,4,157,היכל המשפט/אבא אבן-ירושלים<->שקד/שדרות החוצבים-מבשרת ציון-1#,11157-1-#,3,,Bus,14.449999809265137,5.329999923706055,0.36885812878608704,0.1444862383499999,11157,1,#
601,602,"(35.16019841507229, 31.795361156333236)",142873,10668,4,158,היכל המשפט/אבא אבן-ירושלים<->שקד/שדרות החוצבים-מבשרת ציון-1#,11158-1-#,3,,Bus,14.449999809265137,5.329999923706055,0.36885812878608704,0.14448623835000035,11158,1,#
602,603,"(35.22483701705705, 31.813894389606467)",142963,10214,38,69,הרב ש''י זווין/הרב וינוגרד-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2#,12069-2-#,3,,Bus,14.359999656677246,13.960000038146973,0.9721449017524719,0.14360251414008016,12069,2,#
603,604,"(35.20427824106169, 31.765296451557173)",142982,30726,16,74,תחנה תפעולית/היציאה מחניון חומת שמואל-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-10,18074-1-0,3,,Bus,19.799999237060547,19.799999237060547,1.0,0.19798716517224907,18074,1,0
604,605,"(35.21520652072974, 31.75466418363994)",142983,30728,16,75,תחנה תפעולית/היציאה מחניון חומת שמואל-ירושלים<->מסוף הר נוף/בית הדפוס-ירושלים-10,19075-1-0,3,,Bus,17.020000457763672,17.020000457763672,1.0,0.1701817961987139,19075,1,0
605,606,"(35.20962921925814, 31.76801675699733)",142984,23503,16,91,תחנה תפעולית/חניון תלפיות מזרח-ירושלים<->בי''ח הרצוג/גבעת שאול-ירושלים-10,47091-1-0,3,,Bus,18.229999542236328,18.229999542236328,1.0,0.18225972212953948,47091,1,0
606,607,"(35.208220394010276, 31.76725921248451)",142993,12406,3,15,האומן/ברעם-ירושלים<->שדרות יצחק רבין/נתנאל לורך-ירושלים-2#,59015-2-#,3,,Bus,8.460000038146973,8.460000038146973,1.0,0.08460997478152124,59015,2,#
607,608,"(35.257755517701504, 31.78806536687345)",143009,5898,4,122,תלמוד תורה/דרך קדם-מעלה אדומים<->מסוף הר נוף/כנפי נשרים-ירושלים-2#,10122-2-#,3,,Bus,30.93000030517578,14.210000038146973,0.4594244956970215,0.30927016950273334,10122,2,#
608,609,"(35.24518547340972, 31.788699551243013)",143010,11576,4,121,דרך צמח השדה/העירית-מעלה אדומים<->מסוף הר נוף/כנפי נשרים-ירושלים-2#,13121-2-#,3,,Bus,24.709999084472656,14.210000038146973,0.575070858001709,0.24709682909349914,13121,2,#
609,610,"(35.247373752716705, 31.850298990507024)",143011,28032,4,144,שכונת קרוואנים-כוכב יעקב<->גבעת התחמושת/שרגאי-ירושלים-2#,14144-2-#,3,,Bus,23.049999237060547,7.239999771118164,0.3140997886657715,0.23050174875611112,14144,2,#
610,611,"(35.12821240485671, 31.85711257799979)",143144,28925,18,217,עמק דותן/עמק יזרעאל-מודיעין מכבים רעות<->ממילא/קריב-ירושלים-10,16217-1-0,3,9933FF,Bus,41.130001068115234,10.640000343322754,0.2586919665336609,0.41130156206563373,16217,1,0
611,612,"(35.218262870837826, 31.829719655711685)",143158,22221,38,541,כביש 45/דרך שדה התעופה עטרות-ירושלים<->בנייני האומה/הנשיא השישי-ירושלים-1#,11541-1-#,3,,Bus,17.489999771118164,15.720000267028809,0.8987993597984314,0.17486682593668704,11541,1,#
612,613,"(35.21737931386885, 31.82485337069878)",143159,22222,38,541,חניון הלאום/שד' הנשיא השישי-ירושלים<->עטרות/יציאה-ירושלים-2#,11541-2-#,3,,Bus,18.350000381469727,16.829999923706055,0.9171661734580994,0.1835270924627283,11541,2,#
613,614,"(35.228967697679764, 31.81279213189969)",143162,5650,38,45,תחנה תפעולית/ביטוח לאומי-ירושלים<->הרב אברהם רביץ/מזל טלה-ירושלים-1#,13045-1-#,3,,Bus,15.390000343322754,15.390000343322754,1.0,0.15392454441520315,13045,1,#
614,615,"(35.20500738647459, 31.76389863285894)",143179,23533,16,506,תחנה תפעולית חניון 4/9-ירושלים<->מסוף חומת שמואל-ירושלים-20,14506-2-0,3,,Bus,20.219999313354492,20.219999313354492,1.0,0.20217614709254203,14506,2,0
615,616,"(35.12514064452075, 31.85782727508691)",143263,28926,18,217,ממילא/קריב-ירושלים<->בריכה/עמק דותן-מודיעין מכבים רעות-20,16217-2-0,3,9933FF,Bus,41.72999954223633,10.890000343322754,0.2609633505344391,0.4173448012233907,16217,2,0
616,617,"(35.0876440939931, 31.790397010564305)",143368,32543,34,617,מעפילי אגוז/הרב הרצוג-בית שמש<->צומת רמות/גולדה-ירושלים-21,11617-2-1,3,,Bus,35.150001525878906,8.989999771118164,0.2557609975337982,0.35154373653872867,11617,2,1
617,618,"(35.07804567728624, 31.748270916531666)",143372,26764,34,630,זכריה הנביא/שדרות האמוראים-בית שמש<->בנייני האומה/הנשיא השישי-ירושלים-20,12630-2-0,3,,Bus,47.88999938964844,12.550000190734863,0.26205888390541077,0.4788844782245774,12630,2,0
618,619,"(35.27017104752697, 31.78327419417169)",143379,15723,4,209,דרך קדם/הרכס-מעלה אדומים<->חניון הלאום-ירושלים-2#,11209-2-#,3,9933FF,Bus,31.200000762939453,11.90999984741211,0.3817307651042938,0.31199507709444557,11209,2,#
619,620,"(35.2712195790413, 31.787353441417327)",143381,15724,4,211,חניון הלאום-ירושלים<->משטרת מעלה אדומים/דרך הר הבית-מעלה אדומים-1#,13211-1-#,3,9933FF,Bus,27.020000457763672,11.170000076293945,0.41339749097824097,0.27016490090532624,13211,1,#
