,OBJECTID,Shape,shape_id,route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_type_text,whole_route_length_km,jlm_route_length_km,percent_inside_jlm,Shape_Length,routeid,Direction,Alternative
620,621,"(35.27841313908962, 31.779479503539193)",143382,15725,4,211,חניון הלאום-ירושלים<->זריחה/סובה-קדר-1א,13211-1-א,3,9933FF,Bus,35.88999938964844,11.170000076293945,0.31122875213623047,0.3588952808566497,13211,1,א
621,622,"(35.27052747140839, 31.78275737085942)",143383,15722,4,209,חניון הלאום-ירושלים<->דרך קדם/הניקרה-מעלה אדומים-1#,11209-1-#,3,9933FF,Bus,29.989999771118164,11.170000076293945,0.37245750427246094,0.29994335506496844,11209,1,#
622,623,"(35.077990505943745, 31.74854513511057)",143393,26763,34,630,היכל המשפט/אבא אבן-ירושלים<->זכריה הנביא/נריה הנביא-בית שמש-10,12630-1-0,3,,Bus,47.310001373291016,12.260000228881836,0.25914183259010315,0.4730839306671767,12630,1,0
623,624,"(35.11488642574998, 31.744949741446298)",143412,16209,18,194,בנייני האומה/הנשיא השישי-ירושלים<->הזית ב-מטע-10,11194-1-0,3,,Bus,50.13999938964844,14.539999961853027,0.28998804092407227,0.5014291381899203,11194,1,0
624,625,"(35.20002861499344, 31.793595278077838)",143441,26219,3,752,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-29,10752-2-9,3,FF9933,Bus,6.019999980926514,6.019999980926514,1.0,0.060203021271144325,10752,2,9
625,626,"(35.18684276874339, 31.78944529448973)",143442,26223,3,754,הרב מנחם בצרי/שדרות גולדה מאיר-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-29,10754-2-9,3,FF9933,Bus,10.140000343322754,10.140000343322754,1.0,0.10136171124258668,10754,2,9
626,627,"(35.20033328436237, 31.794501564991005)",143444,6073,3,794,אגרות משה/חזון איש-ירושלים<->מרכז הרב/הרב צבי יהודה-ירושלים-2#,11794-2-#,3,FF9933,Bus,17.760000228881836,17.760000228881836,1.0,0.17756909128333304,11794,2,#
627,628,"(35.21564387442987, 31.792368221221317)",143445,19165,3,901,מלכי ישראל/הטורים-ירושלים<->בי''ס בית יעקב/עזרת תורה-ירושלים-1#,11901-1-#,3,FF9933,Bus,2.4700000286102295,2.4700000286102295,1.0,0.024662193951035208,11901,1,#
628,629,"(35.221540641565944, 31.804892514525154)",143446,12387,3,65,חיל האויר/הסיירת הירושלמית-ירושלים<->מסוף הר נוף/בית הדפוס-ירושלים-1א,12065-1-א,3,,Bus,11.6899995803833,11.6899995803833,1.0,0.11691661710033746,12065,1,א
629,630,"(35.22061001715082, 31.804273207480563)",143447,12388,3,65,חיל האויר/הסיירת הירושלמית-ירושלים<->מסוף הר נוף/בית הדפוס-ירושלים-1ב,12065-1-ב,3,,Bus,12.0,12.0,1.0,0.12001742967393116,12065,1,ב
630,631,"(35.22775073423277, 31.806355928631113)",143448,12389,3,65,מסוף אגד/פסגת זאב מזרח-ירושלים<->מסוף הר נוף/בית הדפוס-ירושלים-1ד,12065-1-ד,3,,Bus,14.359999656677246,14.359999656677246,1.0,0.1436185067822306,12065,1,ד
631,632,"(35.18456001837131, 31.762510794788376)",143451,10238,3,33,מסוף גילה/המרגלית-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2#,13033-2-#,3,,Bus,21.149999618530273,21.149999618530273,1.0,0.21152274213168576,13033,2,#
632,633,"(35.184748483590255, 31.762978727340947)",143452,10239,3,33,מסוף גילה/המרגלית-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2ב,13033-2-ב,3,,Bus,20.579999923706055,20.579999923706055,1.0,0.20581322935882784,13033,2,ב
633,634,"(35.18068574150347, 31.776434519206486)",143453,10241,3,33,גן החיות התנ''כי-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2ה,13033-2-ה,3,,Bus,12.640000343322754,12.640000343322754,1.0,0.1263747048977401,13033,2,ה
634,635,"(35.184375087829544, 31.76140216712822)",143454,10242,3,33,מסוף גילה/המרגלית-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2ו,13033-2-ו,3,,Bus,21.950000762939453,21.950000762939453,1.0,0.21954975025013446,13033,2,ו
635,636,"(35.18057717712289, 31.781413440678833)",143455,12856,3,33,זילברג/קדיש לוז-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2ח,13033-2-ח,3,,Bus,10.449999809265137,10.449999809265137,1.0,0.10450706954280789,13033,2,ח
636,637,"(35.197999597580335, 31.79267081354378)",143458,10433,3,52,תחנת רכבת קלה גבעת התחמושת-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2#,13052-2-#,3,,Bus,15.670000076293945,15.670000076293945,1.0,0.15671884475283124,13052,2,#
637,638,"(35.19761044466347, 31.79232467585249)",143459,10434,3,52,תחנת רכבת קלה גבעת התחמושת-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2א,13052-2-א,3,,Bus,16.3799991607666,16.3799991607666,1.0,0.16382727337993072,13052,2,א
638,639,"(35.19756971736214, 31.7942126338919)",143460,10439,3,54,המרפא-ירושלים<->הר המנוחות/גבעת שאול-ירושלים-1#,13054-1-#,3,,Bus,9.739999771118164,9.739999771118164,1.0,0.09741572134433175,13054,1,#
639,640,"(35.19981629039241, 31.80580887093002)",143462,10459,3,64,מירסקי/מינץ-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2#,13064-2-#,3,,Bus,13.329999923706055,13.15999984741211,0.9872468113899231,0.1332890094920629,13064,2,#
640,641,"(35.19588739680028, 31.808498457883857)",143463,10460,3,64א,מירסקי/מינץ-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2ב,13064-2-ב,3,,Bus,10.880000114440918,10.710000038146973,0.984375,0.10881285006533316,13064,2,ב
641,642,"(35.189520494100535, 31.788627922057955)",143464,10442,3,55,זקס-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-2#,17055-2-#,3,,Bus,11.59000015258789,11.59000015258789,1.0,0.11591614326717518,17055,2,#
642,643,"(35.19064775168928, 31.78866695793442)",143465,27305,3,55,רוזנטל/כנפי נשרים-ירושלים<->מסוף הר נוף/כנפי נשרים-ירושלים-3#,17055-3-#,3,,Bus,22.709999084472656,22.709999084472656,1.0,0.22705049308339612,17055,3,#
643,644,"(35.207680303950795, 31.799978676374682)",143468,10461,3,67,חזון איש/מסוף רמת שלמה-ירושלים<->מסוף הר נוף/בית הדפוס-ירושלים-1#,12067-1-#,3,,Bus,13.8100004196167,13.8100004196167,1.0,0.13814730296977257,12067,1,#
644,645,"(35.2055357353872, 31.801566325540417)",143469,10462,3,67א,חזון איש/מסוף רמת שלמה-ירושלים<->מסוף הר נוף/בית הדפוס-ירושלים-1א,12067-1-א,3,,Bus,11.270000457763672,11.270000457763672,1.0,0.11266132071558174,12067,1,א
645,646,"(35.09504059071826, 31.788279526094556)",143583,32249,34,629,הרב ש''י זווין/הרב וינוגרד-ירושלים<->זכריה הנביא/שדרות האמוראים-בית שמש-10,10629-1-0,3,,Bus,49.650001525878906,15.039999961853027,0.3029204308986664,0.4964608314794481,10629,1,0
646,647,"(35.096193126010974, 31.786549889359733)",143602,32250,34,629,זכריה הנביא/נריה הנביא-בית שמש<->זווין/וינוגרד-ירושלים-20,10629-2-0,3,,Bus,48.290000915527344,14.960000038146973,0.30979499220848083,0.48293139272572544,10629,2,0
647,648,"(35.201839556064826, 31.810498154718506)",143679,10243,38,36,מירסקי/מינץ-ירושלים<->מסוף אגד/שטראוס-ירושלים-1#,13036-1-#,3,,Bus,9.229999542236328,9.069999694824219,0.9826652407646179,0.09234437959882337,13036,1,#
648,649,"(35.209460725702236, 31.794414987924583)",143680,35438,38,89,המרפא-ירושלים<->בנייני האומה/הנשיא השישי-ירושלים-2#,35089-2-#,3,,Bus,8.390000343322754,8.390000343322754,1.0,0.0839135956956653,35089,2,#
649,650,"(35.203003874449614, 31.809228506264787)",143685,10246,38,36,שטראוס/פראג-ירושלים<->מירסקי/מינץ-ירושלים-2#,13036-2-#,3,,Bus,9.850000381469727,9.739999771118164,0.988832414150238,0.09847887671003241,13036,2,#
650,651,"(35.21369500272166, 31.806059333921823)",143686,16003,38,803,ברנדייס-ירושלים<->אגרות משה/חזון אי''ש-ירושלים-2#,10803-2-#,3,FF9933,Bus,8.069999694824219,8.069999694824219,1.0,0.08068256393440953,10803,2,#
651,652,"(35.18253970762814, 31.831783700331826)",143687,10647,4,134,ביטוח לאומי-ירושלים<->מרכז מסחרי/אגן האיילות-גבעת זאב-1#,10134-1-#,3,,Bus,18.270000457763672,7.53000020980835,0.4121510684490204,0.1826963124682658,10134,1,#
652,653,"(35.181109165434826, 31.833661636671923)",143688,10648,4,134,מרכז מסחרי/אגן האיילות-גבעת זאב<->בנייני האומה/שז''ר-ירושלים-2#,10134-2-#,3,,Bus,18.31999969482422,6.880000114440918,0.375545859336853,0.1831886023461963,10134,2,#
653,654,"(35.267784968863225, 31.789984973316677)",143689,6530,4,123,תלמוד תורה/דרך קדם-מעלה אדומים<->קרית מדע/המרפא-ירושלים-2#,11123-2-#,3,,Bus,27.079999923706055,10.359999656677246,0.38257014751434326,0.2707886168358479,11123,2,#
654,655,"(35.18421813421336, 31.83190545431373)",143690,10644,4,133,ביטוח לאומי-ירושלים<->משה''ב-גבעת זאב-1#,11133-1-#,3,,Bus,19.149999618530273,7.53000020980835,0.3932115137577057,0.19154649536119145,11133,1,#
655,656,"(35.1832333396186, 31.83311193976348)",143691,10645,4,133,פרחי בר/אירוס-גבעת זאב<->בנייני האומה/שז''ר-ירושלים-2#,11133-2-#,3,,Bus,18.459999084472656,6.880000114440918,0.37269774079322815,0.18460822659111734,11133,2,#
656,657,"(35.177073960840005, 31.839859525167352)",143693,15979,4,137,מרכז מסחרי/אגן האיילות-גבעת זאב<->הרטום/שדרות גולדה מאיר-ירושלים-2#,12137-2-#,3,,Bus,15.390000343322754,4.269999980926514,0.27745288610458374,0.1538699317180311,12137,2,#
657,658,"(35.171919406519464, 31.736926404933616)",143733,20452,18,226,האדמו''ר מרוז'ין/רבי עקיבא-ביתר עילית<->גבעת התחמושת/שרגאי-ירושלים-1#,14226-1-#,3,,Bus,28.93000030517578,15.600000381469727,0.539232611656189,0.2893457833478302,14226,1,#
658,659,"(35.175824794336464, 31.739760668781802)",143734,33664,18,226,בית ספר משמרת מאיר-ביתר עילית<->גבעת התחמושת/שרגאי-ירושלים-17,14226-1-7,3,,Bus,27.020000457763672,15.600000381469727,0.5773501396179199,0.270216759584822,14226,1,7
659,660,"(35.13999721425249, 31.74822847225089)",143735,29648,18,226,האדמו''ר מרוז'ין/רבי עקיבא-ביתר עילית<->גבעת התחמושת/שרגאי-ירושלים-19,14226-1-9,3,,Bus,43.650001525878906,18.65999984741211,0.4274913966655731,0.4365089334757746,14226,1,9
660,661,"(35.17095663777382, 31.73586861233494)",143736,20453,18,226,כביש 1/המטה הארצי-ירושלים<->האדמו''ר מרוז'ין/בעל התניא-ביתר עילית-2#,14226-2-#,3,,Bus,28.829999923706055,15.470000267028809,0.5365938544273376,0.2883301839938825,14226,2,#
661,662,"(35.17264221200398, 31.739256585938687)",143737,20450,18,246,אהל שרה/בנין דוד-ביתר עילית<->גבעת התחמושת/שרגאי-ירושלים-1#,17246-1-#,3,,Bus,28.200000762939453,15.600000381469727,0.5531914830207825,0.28200585841805975,17246,1,#
662,663,"(35.17691442409943, 31.74182849087692)",143738,32049,18,246,קדושת לוי/המהרי''ץ-ביתר עילית<->גבעת התחמושת/שרגאי-ירושלים-17,17246-1-7,3,,Bus,26.270000457763672,15.600000381469727,0.5938332676887512,0.26265740583531283,17246,1,7
663,664,"(35.13992617063219, 31.749952899708052)",143739,29647,18,246,אהל שרה/בנין דוד-ביתר עילית<->גבעת התחמושת/שרגאי-ירושלים-19,17246-1-9,3,,Bus,42.91999816894531,18.65999984741211,0.4347623586654663,0.4291687927492137,17246,1,9
664,665,"(35.171755817909556, 31.73824587909874)",143740,20451,18,246,כביש 1/המטה הארצי-ירושלים<->אהל שרה/בנין דוד-ביתר עילית-2#,17246-2-#,3,,Bus,28.059999465942383,15.470000267028809,0.5513186454772949,0.28062443954415855,17246,2,#
665,666,"(35.20794100029524, 31.79380771911181)",143746,19144,3,903,שרי ישראל/יפו-ירושלים<->בי''ס בית יעקב/עזרת תורה-ירושלים-1#,10903-1-#,3,FF9933,Bus,4.559999942779541,4.570000171661377,1.0021929740905762,0.045562319431070475,10903,1,#
666,667,"(35.15053116169249, 31.799643346930853)",143765,15519,34,189,תחנה תפעולית חניון 4/9-ירושלים<->מרכז לגיל הרך/הרב א.גורדון-קרית יערים-10,11189-1-0,3,,Bus,20.389999389648438,8.84000015258789,0.43354588747024536,0.20386351095442165,11189,1,0
667,668,"(35.14833373474521, 31.7993490198582)",143766,33173,34,189,קרית מדע ב'-ירושלים<->מרכז לגיל הרך/הרב א.גורדון-קרית יערים-15,11189-1-5,3,,Bus,19.559999465942383,8.020000457763672,0.41002047061920166,0.19559371719934993,11189,1,5
668,669,"(35.20223808891968, 31.80996376184164)",143784,22122,38,36,מירסקי/מינץ-ירושלים<->מירסקי/מינץ-ירושלים-3#,13036-3-#,3,,Bus,18.84000015258789,18.56999969482422,0.9856687784194946,0.18843730964418676,13036,3,#
669,670,"(35.0889613394131, 31.790355307225628)",143835,32546,34,618,שדרות לוי אשכול/חזון אי''ש-בית שמש<->צומת רמות/גולדה-ירושלים-21,11618-2-1,3,,Bus,35.220001220703125,8.920000076293945,0.2532651722431183,0.3522406347075456,11618,2,1
670,671,"(35.201890968607145, 31.811189878329245)",143923,29617,16,136,שמואל הנביא/זקס-ירושלים<->קבר שמואל הנביא-מטה בנימין-10,14136-1-0,3,,Bus,7.25,5.820000171661377,0.8027586340904236,0.07248423373843944,14136,1,0
671,672,"(35.20187998609676, 31.810999686709017)",143924,29618,16,136,קבר שמואל הנביא-מטה בנימין<->זקס/שמואל הנביא-ירושלים-20,14136-2-0,3,,Bus,7.289999961853027,5.869999885559082,0.8052126169204712,0.0728674141095519,14136,2,0
672,673,"(35.20995052498082, 31.800018146181618)",143925,34920,16,580,תחנה תפעולית חניון 4/9-ירושלים<->צומת רמות/גולדה-ירושלים-30,14580-3-0,3,,Bus,7.519999980926514,7.519999980926514,1.0,0.07515820562605546,14580,3,0
673,674,"(35.206286700485585, 31.774046079860092)",143926,34117,16,71,מירסקי/מינץ-ירושלים<->מסוף גילה/המרגלית-ירושלים-10,17071-1-0,3,,Bus,20.68000030517578,20.68000030517578,1.0,0.20679222025130534,17071,1,0
674,675,"(35.20639397907983, 31.773506281224154)",143927,34118,16,71,מסוף גילה/המרגלית-ירושלים<->מירסקי/מינץ-ירושלים-20,17071-2-0,3,,Bus,20.549999237060547,20.549999237060547,1.0,0.2055360893394584,17071,2,0
675,676,"(35.20583572045366, 31.773167272426633)",143928,34119,16,72,מירסקי/מינץ-ירושלים<->מסוף גילה/המרגלית-ירושלים-10,17072-1-0,3,,Bus,18.90999984741211,18.90999984741211,1.0,0.18912953793231546,17072,1,0
676,677,"(35.20589698937499, 31.772987326346374)",143929,34120,16,72,מסוף גילה/המרגלית-ירושלים<->מירסקי/מינץ-ירושלים-20,17072-2-0,3,,Bus,18.969999313354492,18.969999313354492,1.0,0.18971813726714612,17072,2,0
677,678,"(35.20234792736578, 31.78357483735026)",143942,10422,3,39,המרפא-ירושלים<->מסוף אגד/קדיש לוז-ירושלים-2#,12039-2-#,3,,Bus,13.960000038146973,13.930000305175781,0.9978510141372681,0.13962841007682622,12039,2,#
678,679,"(35.20767966944284, 31.799974536386987)",143944,10461,3,67,חזון איש/מסוף רמת שלמה-ירושלים<->מסוף הר נוף/בית הדפוס-ירושלים-1#,12067-1-#,3,,Bus,13.819999694824219,13.8100004196167,0.9992764592170715,0.13815123160396742,12067,1,#
679,680,"(35.208074577467855, 31.799905035106665)",143945,10463,3,67,מסוף הר נוף/כנפי נשרים-ירושלים<->חזון איש/הרב רפאל ברוך טולדנו-ירושלים-2#,12067-2-#,3,,Bus,13.25,13.25,1.0,0.13250570377072532,12067,2,#
680,681,"(35.204068518537795, 31.80859652676691)",143946,12396,3,716,מירסקי/מינץ-ירושלים<->המ''ג/ירמיהו-ירושלים-1#,12716-1-#,3,FF9933,Bus,16.43000030517578,16.40999984741211,0.9987826943397522,0.16432108315426172,12716,1,#
681,682,"(35.20140695677097, 31.789140555378005)",143949,5442,3,16,המרפא-ירושלים<->מסוף אגד/קדיש לוז-ירושלים-1ר,13016-1-ר,3,,Bus,13.100000381469727,13.09000015258789,0.9992366433143616,0.1310253466512297,13016,1,ר
682,683,"(35.201935986129705, 31.789672797387816)",143950,5443,3,16,המרפא-ירושלים<->מסוף אגד/קדיש לוז-ירושלים-1ש,13016-1-ש,3,,Bus,14.920000076293945,14.90999984741211,0.9993297457695007,0.14922281880627355,13016,1,ש
683,684,"(35.199775295151106, 31.805862617835956)",143951,10457,3,64,מסוף הר נוף/כנפי נשרים-ירושלים<->מירסקי/מינץ-ירושלים-1#,13064-1-#,3,,Bus,13.239999771118164,13.140000343322754,0.9924471974372864,0.13244999550077466,13064,1,#
